"tilskuddsnummer";"tilskuddsmottakerOrganisasjonsnummer";"tilskuddsmottakerNavn";"kommunenummer";"kommune";"fylkesnummer";"fylke";"naeringskode1";"naeringskode2";"naeringskode3";"tilskuddsbelop";"tildelingsdato";"tilskuddsperiode";"sammenligningsperiode";"sumFasteUungaaeligeKostanderITilskuddsperioden";"omsetningITilskuddsperiode";"omsetningISammenligningsperiode";"justeringsfaktor";"uavhengigMedsignererOrganisasjonsnummer";"uavhengigMedsignererNavn"
"2021005441";"996345106";"SKISERVICE TOMM MURSTAD JR AS";"0301";"OSLO";"0300";"Oslo";"77.210";"";"";"31695,41";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"46176,00";"70181,00";"364642,00";"0.85";"962990746";"STIANSEN & CO AS"
"2021005440";"917094659";"VAULDALEN FJELLHOTELL AS";"5025";"RØROS";"5000";"Trøndelag Trööndelage";"55.101";"";"";"46245,68";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"185777,00";"764476,00";"1186367,00";"0.70";"928942767";"REVISORKONSULT AS"
"2021005439";"976943031";"SOLIDHUSET DRIFT";"4614";"STORD";"4600";"Vestland";"56.210";"";"";"30427,13";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"44301,00";"33991,00";"177066,00";"0.85";"998248825";"SYSCO FINANS AS"
"2021005438";"922867585";"FEELGOOD STOKMARKNES AS";"1866";"HADSEL";"1800";"Nordland";"93.130";"";"";"42639,88";"2021-02-09T00:00";"november-desember2020";"januar-februar2020";"104676,00";"87093,00";"167241,00";"0.85";"931282506";"REVICOM AS"
"2021005437";"923315497";"EIKILL RIG CONSULTANT AS";"1124";"SOLA";"1100";"Rogaland";"71.129";"";"";"28362,54";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"60837,00";"1193583,00";"2643460,00";"0.85";"975378012";"BOKHOLDERIET HINNA AS"
"2021005436";"914192900";"JROMANO AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"37875,39";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"104312,00";"637754,00";"1184615,00";"0.85";"922693528";"DELIB ØKONOMI AS"
"2021005435";"975969452";"MESTERTEKNIKK AS";"5416";"BARDU";"5400";"Troms og Finnmark Romsa ja Finnmárku";"43.221";"";"";"50046,06";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"159450,00";"1325156,00";"2100938,00";"0.85";"989090704";"MA REGNSKAP AS"
"2021005433";"990754950";"DJ BOOKING NORGE AS";"0301";"OSLO";"0300";"Oslo";"74.903";"";"";"104341,34";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"128045,00";"66981,00";"1621136,00";"0.85";"918529470";"SON REVISJON AS"
"2021005432";"990754950";"DJ BOOKING NORGE AS";"0301";"OSLO";"0300";"Oslo";"74.903";"";"";"55427,17";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"131602,00";"624092,00";"1566792,00";"0.70";"918529470";"SON REVISJON AS"
"2021005431";"918320407";"AMS HOLDINGS AS";"0301";"OSLO";"0300";"Oslo";"85.599";"";"";"429568,69";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"783340,00";"1749553,00";"4930457,00";"0.85";"982316588";"RSM NORGE AS"
"2021005430";"975969452";"MESTERTEKNIKK AS";"5416";"BARDU";"5400";"Troms og Finnmark Romsa ja Finnmárku";"43.221";"";"";"33469,64";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"156787,00";"2109269,00";"3034745,00";"0.70";"989090704";"MA REGNSKAP AS"
"2021005429";"918320407";"AMS HOLDINGS AS";"0301";"OSLO";"0300";"Oslo";"85.599";"";"";"386863,40";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"790344,00";"1208984,00";"4020133,00";"0.70";"982316588";"RSM NORGE AS"
"2021005428";"821091942";"LA MASKIN AS";"5435";"NORDKAPP";"5400";"Troms og Finnmark Romsa ja Finnmárku";"81.299";"";"";"22681,92";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"84885,00";"392534,00";"572509,00";"0.85";"976516109";"NORDKAPP REGNSKAPSBYRÅ AS"
"2021005427";"881504952";"MODUS DESIGN AS";"0301";"OSLO";"0300";"Oslo";"82.300";"";"";"106890,83";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"427808,00";"3090020,00";"4805171,00";"0.70";"942896204";"SKEDSMO REGNSKAP AS"
"2021005426";"996508463";"CAPUA RESTAURANTDRIFT AS";"1103";"STAVANGER";"1100";"Rogaland";"56.101";"";"";"26935,37";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"143073,00";"867492,00";"1424286,00";"0.85";"919948329";"NUMBERS AS"
"2021005425";"996508463";"CAPUA RESTAURANTDRIFT AS";"1103";"STAVANGER";"1100";"Rogaland";"56.101";"";"";"21587,33";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"143859,00";"1033754,00";"1497707,00";"0.70";"919948329";"NUMBERS AS"
"2021005424";"980061884";"SHEHZAD SAAD FAROOQ";"1103";"STAVANGER";"1100";"Rogaland";"49.320";"";"";"8856,97";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"41053,00";"338235,00";"488925,00";"0.70";"966167599";"ROGALAND TAXI AS"
"2021005423";"980061884";"SHEHZAD SAAD FAROOQ";"1103";"STAVANGER";"1100";"Rogaland";"49.320";"";"";"13150,29";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"39073,00";"232687,00";"385211,00";"0.85";"966167599";"ROGALAND TAXI AS"
"2021005422";"914192900";"JROMANO AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"25519,24";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"103012,00";"637248,00";"986301,00";"0.70";"922693528";"DELIB ØKONOMI AS"
"2021005421";"935844703";"POLAR PARK AS";"5416";"BARDU";"5400";"Troms og Finnmark Romsa ja Finnmárku";"91.040";"";"";"275097,97";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"412161,00";"376332,00";"1752325,00";"0.85";"989090704";"MA REGNSKAP AS"
"2021005420";"985462364";"GARCIA AS";"1103";"STAVANGER";"1100";"Rogaland";"56.101";"";"";"72834,58";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"206824,00";"908297,00";"1840255,00";"0.85";"919948329";"NUMBERS AS"
"2021005419";"817787282";"RS FITNESS AS";"4627";"ASKØY";"4600";"Vestland";"85.510";"";"";"16894,94";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"29530,00";"137221,00";"419754,00";"0.85";"958590806";"SIVILØKONOM ÅSMUND FJELLHAUG"
"2021005418";"986832033";"TOTALLYD Stian Husby";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"90.020";"";"";"39135,33";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"64164,00";"167231,00";"1299626,00";"0.70";"986427813";"EP REGNSKAP AS"
"2021005417";"960656717";"JACOBS RESTAURANTER AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.301";"";"";"504570,50";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"720815,00";"0,00";"4323000,00";"0.70";"986012079";"HEIMDAL REGNSKAP AS"
"2021005416";"960656717";"JACOBS RESTAURANTER AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.301";"";"";"535748,20";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"630292,00";"0,00";"4788000,00";"0.85";"986012079";"HEIMDAL REGNSKAP AS"
"2021005415";"915883028";"SKJOLDEN HOTEL LUSTER AS";"4644";"LUSTER";"4600";"Vestland";"55.101";"";"";"184033,50";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"262905,00";"0,00";"1237950,00";"0.70";"980024679";"ERGA REVISJON AS"
"2021005414";"979732759";"DET LILLE OVER AS";"0301";"OSLO";"0300";"Oslo";"47.710";"";"";"62939,80";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"184819,00";"944548,00";"1575941,00";"0.85";"976236467";"CORVUS ACCOUNTING AS"
"2021005413";"918976604";"VALHALL BYGGPROSJEKTERING AS";"4601";"BERGEN";"4600";"Vestland";"46.732";"68.209";"";"104754,35";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"172320,00";"172842,00";"1313759,00";"0.70";"813798662";"LIKVIDITAS REGNSKAP AS"
"2021005412";"986698167";"KONFERANSEGÅRDEN AS";"3446";"GRAN";"3400";"Innlandet";"55.101";"";"";"86307,74";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"308943,00";"281083,00";"467764,00";"0.70";"999166962";"HADELAND REGNSKAP AS"
"2021005411";"967852546";"LILLE LONDON AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"226874,48";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"608393,04";"1741205,00";"3726299,00";"0.70";"980211282";"DELOITTE AS"
"2021005410";"967852546";"LILLE LONDON AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"475977,44";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"623479,52";"452133,00";"4438878,00";"0.85";"980211282";"DELOITTE AS"
"2021005409";"969972336";"SULSETER FJELLSTUGU/PER SANDBAKKE";"3436";"NORD-FRON";"3400";"Innlandet";"55.202";"";"";"19933,43";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"35119,00";"31547,00";"166785,00";"0.70";"967673374";"FRON REGNSKAPSKONTOR SA"
"2021005408";"921378076";"CHAIR AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"160592,48";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"202382,00";"90285,00";"1358551,00";"0.85";"936773966";"AD-REGNSKAP AS"
"2021005407";"913976304";"HAMAR KAMPSPORT SA";"3403";"HAMAR";"3400";"Innlandet";"85.510";"";"";"23181,14";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"51682,00";"56411,00";"157030,00";"0.70";"916540779";"SIVILØKONOM JOHAN NYGAARD"
"2021005406";"886165412";"ROGER ROGNØ";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"6082,59";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"26142,00";"222016,00";"332555,00";"0.70";"984257287";"TAXIØKONOMI AS"
"2021005405";"886165412";"ROGER ROGNØ";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"14254,35";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"26142,00";"163277,00";"455432,00";"0.85";"984257287";"TAXIØKONOMI AS"
"2021005404";"997126238";"CICMA AS";"0301";"OSLO";"0300";"Oslo";"70.220";"";"";"83336,77";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"157750,00";"197074,00";"803371,00";"0.70";"919111437";"CICMA REGNSKAP AS"
"2021005403";"991680608";"KRÅKO GJESTETUN AS";"4615";"FITJAR";"4600";"Vestland";"55.300";"";"";"27037,53";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"52145,00";"188248,00";"482697,00";"0.85";"984388241";"TVEIT REGNSKAP AS"
"2021005402";"935844703";"POLAR PARK AS";"5416";"BARDU";"5400";"Troms og Finnmark Romsa ja Finnmárku";"91.040";"";"";"214398,38";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"588805,00";"466054,00";"971306,00";"0.70";"989090704";"MA REGNSKAP AS"
"2021005401";"918765859";"ERAKS DRIFT AS";"3049";"LIER";"3000";"Viken";"70.220";"";"";"17552,36";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"27255,00";"237500,00";"980000,00";"0.85";"975363791";"LIER REGNSKAP AS"
"2021005400";"912009181";"AS GLEA";"1856";"RØST";"1800";"Nordland";"10.201";"";"";"353367,60";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"555946,00";"3438331,00";"13632395,00";"0.85";"950485922";"ØKORÅD NARVIK AS"
"2021005399";"912009181";"AS GLEA";"1856";"RØST";"1800";"Nordland";"10.201";"";"";"299721,80";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"553361,00";"4004166,00";"17699515,00";"0.70";"950485922";"ØKORÅD NARVIK AS"
"2021005397";"998714931";"NEW TASTE OF CHINA AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"156447,72";"2021-02-10T00:00";"november-desember2020";"november-desember2019";"354926,00";"1747434,00";"3629720,11";"0.85";"962990746";"STIANSEN & CO AS"
"2021005396";"981617770";"STALL BERGAN AS";"3804";"SANDEFJORD";"3800";"Vestfold og Telemark";"47.789";"";"";"292786,88";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"743663,00";"1563724,00";"2912978,00";"0.85";"914861594";"MUNA AS"
"2021005395";"990030359";"TORE NORDIN";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"7179,59";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"17680,00";"49297,00";"117408,00";"0.70";"984257287";"TAXIØKONOMI AS"
"2021005394";"986760997";"GODE FRUKTER AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"46.310";"";"";"16447,14";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"46237,00";"419675,00";"853280,00";"0.70";"917907781";"KJEØY REGNSKAP AS"
"2021005393";"990030359";"TORE NORDIN";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"10089,33";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"17819,00";"41179,00";"123339,00";"0.85";"984257287";"TAXIØKONOMI AS"
"2021005392";"989811770";"CHILI PUBLICATIONS AS";"0301";"OSLO";"0300";"Oslo";"58.140";"";"";"35361,37";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"100084,00";"1664745,00";"2848966,00";"0.85";"942702388";"REGNSKAPSASSISTANSE AS"
"2021005391";"989811770";"CHILI PUBLICATIONS AS";"0301";"OSLO";"0300";"Oslo";"58.140";"";"";"23807,99";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"95797,00";"670716,80";"1039929,60";"0.70";"942702388";"REGNSKAPSASSISTANSE AS"
"2021005390";"897597802";"TROMSØFOTO AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"74.200";"";"";"16842,50";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"21329,00";"21334,00";"300492,00";"0.85";"913434714";"HARJO REGNSKAP"
"2021005389";"813708612";"EUROREISER TURBUSSEN LARVIK AS";"3805";"LARVIK";"3800";"Vestfold og Telemark";"79.120";"";"";"88299,21";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"124693,00";"28776,00";"172412,00";"0.85";"996311171";"REVISJON, RÅDGIVNING OG REGNSKAP- JAN MARTIN ØVLAND"
"2021005388";"992229934";"EIENDOMSENTREPRENØREN AS";"3024";"BÆRUM";"3000";"Viken";"41.200";"";"";"114016,08";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"173227,00";"1309727,00";"5803979,00";"0.85";"980325865";"ATHENE ACCOUNTING AS"
"2021005387";"992229934";"EIENDOMSENTREPRENØREN AS";"3024";"BÆRUM";"3000";"Viken";"41.200";"";"";"66130,91";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"175115,00";"1962313,00";"4261170,00";"0.70";"980325865";"ATHENE ACCOUNTING AS"
"2021005386";"923748849";"TERRA HOLDING AS";"4204";"KRISTIANSAND";"4200";"Agder";"00.000";"";"";"250983,47";"2021-02-08T00:00";"september-oktober2020";"januar-februar2020";"696416,00";"4733330,00";"9756369,00";"0.70";"912384322";"FAST SOLUTIONS AS"
"2021005385";"994842714";"FITNESS24SEVEN AS";"0301";"OSLO";"0300";"Oslo";"93.130";"";"";"1780716,42";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"2414709,00";"679249,00";"5129621,00";"0.85";"979605994";"MAZARS AS"
"2021005384";"911581515";"BREAKFAST AT TIFFANYS AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"88279,63";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"117986,00";"288428,00";"2408791,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005383";"922865477";"UNA TORGET AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"131712,71";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"315231,00";"2342371,00";"4607010,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005382";"911903237";"GOD PIZZA AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"178023,09";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"459736,00";"3570222,00";"6557646,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005381";"964706840";"OLAVS PUB AS";"3003";"SARPSBORG";"3000";"Viken";"56.301";"";"";"33663,14";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"114121,00";"284067,00";"520871,00";"0.85";"968644025";"ØKO DRIFT AS"
"2021005380";"988230014";"BARI CAFE AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"82201,45";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"240092,00";"1501452,00";"2514127,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005379";"921376634";"COUCH AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"134819,79";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"165095,00";"33155,00";"844257,00";"0.85";"936773966";"AD-REGNSKAP AS"
"2021005378";"884114942";"FRATI CATERING AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.210";"";"";"100229,72";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"296541,00";"1975447,00";"3279526,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005377";"951263648";"FRATI AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"262504,76";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"571589,00";"5966393,00";"12978864,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005376";"868914432";"RVS EIENDOMSDRIFT AS";"3002";"MOSS";"3000";"Viken";"81.101";"";"";"47231,48";"2021-02-12T00:00";"september-oktober2020";"september-oktober2019";"134781,00";"4268087,00";"8546706,00";"0.70";"916131720";"KROGH REVISJON AS"
"2021005375";"917425590";"CAFE CHANDRO AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"96933,11";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"123735,00";"47978,00";"612266,00";"0.85";"887309442";"SKJELBRED HAUGEN REGNSKAP"
"2021005374";"953175193";"E K HANSEN SKOTØYMAGASIN ANS";"5406";"HAMMERFEST";"5400";"Troms og Finnmark Romsa ja Finnmárku";"47.721";"";"";"9597,98";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"58250,00";"188269,00";"299950,00";"0.70";"910944681";"KOMPLETT REGNSKAP HAMMERFEST AS"
"2021005372";"979114540";"HACE AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"378802,77";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"466467,00";"135820,00";"3043499,00";"0.85";"912129802";"STATEMENT AS"
"2021005371";"979114540";"HACE AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"173164,67";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"525605,00";"1318928,00";"2491618,00";"0.70";"912129802";"STATEMENT AS"
"2021005370";"916486731";"TONE-ANITA LINDHJEM";"3805";"LARVIK";"3800";"Vestfold og Telemark";"49.320";"";"";"14341,59";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"49200,00";"228402,00";"347610,00";"0.85";"979970188";"REGNSKAPSKONTORET Gerd Lindhjem"
"2021005369";"818905262";"KLASSISK STIL MAHMOUD MOHAMMAD TAHA";"4601";"BERGEN";"4600";"Vestland";"96.020";"";"";"15440,51";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"31786,00";"60098,00";"140248,00";"0.85";"945893893";"DEVOLDS REGNSKAPSKONTOR AS"
"2021005368";"990365911";"LARSEN RESTAURANT Mohamed Lahlahi";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"71379,07";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"229395,00";"973673,00";"1752842,00";"0.70";"936773966";"AD-REGNSKAP AS"
"2021005367";"995763931";"BANKEN RESTAURANT AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"22055,84";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"39019,00";"1169119,00";"3490019,00";"0.85";"915522505";"KLEINS REGNSKAP AS"
"2021005366";"995763931";"BANKEN RESTAURANT AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"10725,19";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"42131,00";"1780499,00";"2798066,00";"0.70";"915522505";"KLEINS REGNSKAP AS"
"2021005365";"931735357";"FJORD TOURS AS";"4601";"BERGEN";"4600";"Vestland";"79.120";"";"";"347582,19";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"499930,00";"187848,00";"27751289,00";"0.70";"987009713";"PRICEWATERHOUSECOOPERS AS"
"2021005364";"931735357";"FJORD TOURS AS";"4601";"BERGEN";"4600";"Vestland";"79.120";"";"";"379218,19";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"454613,00";"347430,00";"18639032,00";"0.85";"987009713";"PRICEWATERHOUSECOOPERS AS"
"2021005363";"946061808";"AGDERSVEIS AS";"4203";"ARENDAL";"4200";"Agder";"25.620";"";"";"74872,12";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"139009,00";"678414,00";"2942562,00";"0.70";"987009713";"PRICEWATERHOUSECOOPERS AS"
"2021005362";"920761771";"REDA MIQDAD";"1108";"SANDNES";"1100";"Rogaland";"49.320";"";"";"13249,98";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"22971,00";"88937,00";"276721,00";"0.85";"966167599";"ROGALAND TAXI AS"
"2021005361";"920761771";"REDA MIQDAD";"1108";"SANDNES";"1100";"Rogaland";"49.320";"";"";"9053,25";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"25235,00";"115958,00";"237868,00";"0.70";"966167599";"ROGALAND TAXI AS"
"2021005360";"920967949";"WE ESCAPE AS";"1506";"MOLDE";"1500";"Møre og Romsdal";"79.903";"";"";"23638,67";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"76427,00";"138820,00";"218229,00";"0.85";"997808339";"IREGNSKAP AS"
"2021005359";"983932975";"HAVFRUO AS";"4601";"BERGEN";"4600";"Vestland";"56.309";"";"";"98053,46";"2021-02-08T00:00";"november-desember2020";"november-desember2019";"138046,00";"36512,00";"1418512,00";"0.85";"991694080";"MEIDELL REVISJON OG REGNSKAP"
"2021005357";"983932975";"HAVFRUO AS";"4601";"BERGEN";"4600";"Vestland";"56.309";"";"";"48603,93";"2021-02-08T00:00";"september-oktober2020";"september-oktober2019";"152271,00";"718289,00";"1320362,00";"0.70";"991694080";"MEIDELL REVISJON OG REGNSKAP"
